序號,答案
20240412111012,382.24
20240412112012,383.93
20240412113012,384.55
20240412114012,384.66
20240412115012,384.58
20240412120012,384.46
20240412121012,384.36
20240412122012,384.28
20240412123012,384.23
20240412124012,384.19
20240412125012,384.16
20240412130012,384.13
20240412131012,384.1
20240412132012,384.08
20240412133012,384.07
20240412134012,384.07
20240412135012,384.07
20240412140012,384.07
20240412141012,384.07
20240412142012,384.07
20240412143012,384.07
20240412144012,384.07
20240412145012,384.07
20240412150012,384.07
20240412151012,384.07
20240412152012,384.07
20240412153012,384.07
20240412154012,384.07
20240412155012,384.07
20240412160012,384.07
20240412161012,384.07
20240412162012,384.07
20240412163012,384.07
20240412164012,384.07
20240412165012,384.07
20240426090012,54.65
20240426091012,320.47
20240426092012,269.51
20240426093012,293.67
20240426094012,332.22
20240426095012,355.65
20240426100012,370.01
20240426101012,376.76
20240426102012,378.38
20240426103012,376.83
20240426104012,374.08
20240426105012,375.31
20240426110012,378.95
20240426111012,382.24
20240426112012,383.93
20240426113012,384.55
20240426114012,384.66
20240426115012,384.58
20240426120012,384.46
20240426121012,384.36
20240426122012,384.28
20240426123012,384.23
20240426124012,384.19
20240426125012,384.16
20240426130012,384.13
20240426131012,384.1
20240426132012,384.08
20240426133012,384.07
20240426134012,384.07
20240426135012,384.07
20240426140012,384.07
20240426141012,384.07
20240426142012,384.07
20240426143012,384.07
20240426144012,384.07
20240426145012,384.07
20240426150012,384.07
20240426151012,384.07
20240426152012,384.07
20240426153012,384.07
20240426154012,384.07
20240426155012,384.07
20240426160012,384.07
20240426161012,384.07
20240426162012,384.07
20240426163012,384.07
20240426164012,384.07
20240426165012,384.07
20240521090012,33.87
20240521091012,266.69
20240521092012,238.82
20240521093012,275.27
20240521094012,319.21
20240521095012,348.45
20240521100012,366.78
20240521101012,375.76
20240521102012,377.39
20240521103012,376.65
20240521104012,375.65
20240521105012,376.24
20240521110012,378.95
20240521111012,382.24
20240521112012,383.93
20240521113012,384.55
20240521114012,384.66
20240521115012,384.58
20240521120012,384.46
20240521121012,384.36
20240521122012,384.28
20240521123012,384.23
20240521124012,384.19
20240521125012,384.16
20240521130012,384.13
20240521131012,384.1
20240521132012,384.08
20240521133012,384.07
20240521134012,384.07
20240521135012,384.07
20240521140012,384.07
20240521141012,384.07
20240521142012,384.07
20240521143012,384.07
20240521144012,384.07
20240521145012,384.07
20240521150012,384.07
20240521151012,384.07
20240521152012,384.07
20240521153012,384.07
20240521154012,384.07
20240521155012,384.07
20240521160012,384.07
20240521161012,384.07
20240521162012,384.07
20240521163012,384.07
20240521164012,384.07
20240521165012,384.07
20240619090012,23.73
20240619091012,431.14
20240619092012,300.93
20240619093012,333.71
20240619094012,393.58
20240619095012,417.68
20240619100012,429.32
20240619101012,424.96
20240619102012,403.66
20240619103012,389.81
20240619104012,383.13
20240619105012,380.24
20240619110012,378.95
20240619111012,382.24
20240619112012,383.93
20240619113012,384.55
20240619114012,384.66
20240619115012,384.58
20240619120012,384.46
20240619121012,384.36
20240619122012,384.28
20240619123012,384.23
20240619124012,384.19
20240619125012,384.16
20240619130012,384.13
20240619131012,384.1
20240619132012,384.08
20240619133012,384.07
20240619134012,384.07
20240619135012,384.07
20240619140012,384.07
20240619141012,384.07
20240619142012,384.07
20240619143012,384.07
20240619144012,384.07
20240619145012,384.07
20240619150012,384.07
20240619151012,384.07
20240619152012,384.07
20240619153012,384.07
20240619154012,384.07
20240619155012,384.07
20240619160012,384.07
20240619161012,384.07
20240619162012,384.07
20240619163012,384.07
20240619164012,384.07
20240619165012,384.07
20240621090012,12.24
20240621091012,420.72
20240621092012,288.78
20240621093012,307.21
20240621094012,355.54
20240621095012,370.34
20240621100012,391.27
20240621101012,409.2
20240621102012,416.38
20240621103012,404.59
20240621104012,389.53
20240621105012,383.27
20240621110012,378.95
20240621111012,382.24
20240621112012,383.93
20240621113012,384.55
20240621114012,384.66
20240621115012,384.58
20240621120012,384.46
20240621121012,384.36
20240621122012,384.28
20240621123012,384.23
20240621124012,384.19
20240621125012,384.16
20240621130012,384.13
20240621131012,384.1
20240621132012,384.08
20240621133012,384.07
20240621134012,384.07
20240621135012,384.07
20240621140012,384.07
20240621141012,384.07
20240621142012,384.07
20240621143012,384.07
20240621144012,384.07
20240621145012,384.07
20240621150012,384.07
20240621151012,384.07
20240621152012,384.07
20240621153012,384.07
20240621154012,384.07
20240621155012,384.07
20240621160012,384.07
20240621161012,384.07
20240621162012,384.07
20240621163012,384.07
20240621164012,384.07
20240621165012,384.07
20240705090012,9.55
20240705091012,422.41
20240705092012,287.36
20240705093012,307.12
20240705094012,356.0
20240705095012,370.03
20240705100012,388.78
20240705101012,403.8
20240705102012,410.12
20240705103012,403.26
20240705104012,390.55
20240705105012,383.66
20240705110012,378.95
20240705111012,382.24
20240705112012,383.93
20240705113012,384.55
20240705114012,384.66
20240705115012,384.58
20240705120012,384.46
20240705121012,384.36
20240705122012,384.28
20240705123012,384.23
20240705124012,384.19
20240705125012,384.16
20240705130012,384.13
20240705131012,384.1
20240705132012,384.08
20240705133012,384.07
20240705134012,384.07
20240705135012,384.07
20240705140012,384.07
20240705141012,384.07
20240705142012,384.07
20240705143012,384.07
20240705144012,384.07
20240705145012,384.07
20240705150012,384.07
20240705151012,384.07
20240705152012,384.07
20240705153012,384.07
20240705154012,384.07
20240705155012,384.07
20240705160012,384.07
20240705161012,384.07
20240705162012,384.07
20240705163012,384.07
20240705164012,384.07
20240705165012,384.07
20240713090012,17.16
20240713091012,427.73
20240713092012,304.36
20240713093012,316.33
20240713094012,371.09
20240713095012,409.66
20240713100012,419.33
20240713101012,405.65
20240713102012,393.22
20240713103012,387.69
20240713104012,381.81
20240713105012,380.77
20240713110012,378.95
20240713111012,382.24
20240713112012,383.93
20240713113012,384.55
20240713114012,384.66
20240713115012,384.58
20240713120012,384.46
20240713121012,384.36
20240713122012,384.28
20240713123012,384.23
20240713124012,384.19
20240713125012,384.16
20240713130012,384.13
20240713131012,384.1
20240713132012,384.08
20240713133012,384.07
20240713134012,384.07
20240713135012,384.07
20240713140012,384.07
20240713141012,384.07
20240713142012,384.07
20240713143012,384.07
20240713144012,384.07
20240713145012,384.07
20240713150012,384.07
20240713151012,384.07
20240713152012,384.07
20240713153012,384.07
20240713154012,384.07
20240713155012,384.07
20240713160012,384.07
20240713161012,384.07
20240713162012,384.07
20240713163012,384.07
20240713164012,384.07
20240713165012,384.07
20240214090013,325.07
20240214091013,200.68
20240214092013,240.41
20240214093013,282.27
20240214094013,318.03
20240214095013,346.42
20240214100013,362.66
20240214101013,370.51
20240214102013,373.2
20240214103013,374.1
20240214104013,373.66
20240214105013,375.08
20240214110013,378.95
20240214111013,382.24
20240214112013,383.93
20240214113013,384.55
20240214114013,384.66
20240214115013,384.58
20240214120013,384.46
20240214121013,384.36
20240214122013,384.28
20240214123013,384.23
20240214124013,384.19
20240214125013,384.16
20240214130013,384.13
20240214131013,384.1
20240214132013,384.08
20240214133013,384.07
20240214134013,384.07
20240214135013,384.07
20240214140013,384.07
20240214141013,384.07
20240214142013,384.07
20240214143013,384.07
20240214144013,384.07
20240214145013,384.07
20240214150013,384.07
20240214151013,384.07
20240214152013,384.07
20240214153013,384.07
20240214154013,384.07
20240214155013,384.07
20240214160013,384.07
20240214161013,384.07
20240214162013,384.07
20240214163013,384.07
20240214164013,384.07
20240214165013,384.07
20240221090013,342.62
20240221091013,200.93
20240221092013,240.36
20240221093013,282.62
20240221094013,317.94
20240221095013,346.14
20240221100013,362.28
20240221101013,370.41
20240221102013,373.74
20240221103013,374.27
20240221104013,373.69
20240221105013,375.1
20240221110013,378.95
20240221111013,382.24
20240221112013,383.93
20240221113013,384.55
20240221114013,384.66
20240221115013,384.58
20240221120013,384.46
20240221121013,384.36
20240221122013,384.28
20240221123013,384.23
20240221124013,384.19
20240221125013,384.16
20240221130013,384.13
20240221131013,384.1
20240221132013,384.08
20240221133013,384.07
20240221134013,384.07
20240221135013,384.07
20240221140013,384.07
20240221141013,384.07
20240221142013,384.07
20240221143013,384.07
20240221144013,384.07
20240221145013,384.07
20240221150013,384.07
20240221151013,384.07
20240221152013,384.07
20240221153013,384.07
20240221154013,384.07
20240221155013,384.07
20240221160013,384.07
20240221161013,384.07
20240221162013,384.07
20240221163013,384.07
20240221164013,384.07
20240221165013,384.07
20240314090013,10.34
20240314091013,397.12
20240314092013,287.79
20240314093013,309.67
20240314094013,353.62
20240314095013,380.26
20240314100013,407.44
20240314101013,419.45
20240314102013,405.39
20240314103013,390.12
20240314104013,383.3
20240314105013,379.83
20240314110013,378.95
20240314111013,382.24
20240314112013,383.93
20240314113013,384.55
20240314114013,384.66
20240314115013,384.58
20240314120013,384.46
20240314121013,384.36
20240314122013,384.28
20240314123013,384.23
20240314124013,384.19
20240314125013,384.16
20240314130013,384.13
20240314131013,384.1
20240314132013,384.08
20240314133013,384.07
20240314134013,384.07
20240314135013,384.07
20240314140013,384.07
20240314141013,384.07
20240314142013,384.07
20240314143013,384.07
20240314144013,384.07
20240314145013,384.07
20240314150013,384.07
20240314151013,384.07
20240314152013,384.07
20240314153013,384.07
20240314154013,384.07
20240314155013,384.07
20240314160013,384.07
20240314161013,384.07
20240314162013,384.07
20240314163013,384.07
20240314164013,384.07
20240314165013,384.07
20240316090013,298.35
20240316091013,195.27
20240316092013,237.68
20240316093013,279.76
20240316094013,315.57
20240316095013,344.39
20240316100013,362.37
20240316101013,370.91
20240316102013,372.9
20240316103013,373.88
20240316104013,373.64
20240316105013,375.07
20240316110013,378.95
20240316111013,382.24
20240316112013,383.93
20240316113013,384.55
20240316114013,384.66
20240316115013,384.58
20240316120013,384.46
20240316121013,384.36
20240316122013,384.28
20240316123013,384.23
20240316124013,384.19
20240316125013,384.16
20240316130013,384.13
20240316131013,384.1
20240316132013,384.08
20240316133013,384.07
20240316134013,384.07
20240316135013,384.07
20240316140013,384.07
20240316141013,384.07
20240316142013,384.07
20240316143013,384.07
20240316144013,384.07
20240316145013,384.07
20240316150013,384.07
20240316151013,384.07
20240316152013,384.07
20240316153013,384.07
20240316154013,384.07
20240316155013,384.07
20240316160013,384.07
20240316161013,384.07
20240316162013,384.07
20240316163013,384.07
20240316164013,384.07
20240316165013,384.07
20240328090013,385.11
20240328091013,200.34
20240328092013,238.76
20240328093013,282.17
20240328094013,316.42
20240328095013,344.45
20240328100013,361.33
20240328101013,371.25
20240328102013,374.59
20240328103013,374.43
20240328104013,373.75
20240328105013,375.12
20240328110013,378.95
20240328111013,382.24
20240328112013,383.93
20240328113013,384.55
20240328114013,384.66
20240328115013,384.58
20240328120013,384.46
20240328121013,384.36
20240328122013,384.28
20240328123013,384.23
20240328124013,384.19
20240328125013,384.16
20240328130013,384.13
20240328131013,384.1
20240328132013,384.08
20240328133013,384.07
20240328134013,384.07
20240328135013,384.07
20240328140013,384.07
20240328141013,384.07
20240328142013,384.07
20240328143013,384.07
20240328144013,384.07
20240328145013,384.07
20240328150013,384.07
20240328151013,384.07
20240328152013,384.07
20240328153013,384.07
20240328154013,384.07
20240328155013,384.07
20240328160013,384.07
20240328161013,384.07
20240328162013,384.07
20240328163013,384.07
20240328164013,384.07
20240328165013,384.07
20240412090013,323.92
20240412091013,194.89
20240412092013,235.86
20240412093013,277.25
20240412094013,312.55
20240412095013,342.35
20240412100013,360.65
20240412101013,370.61
20240412102013,374.1
20240412103013,374.28
20240412104013,373.68
20240412105013,375.09
20240412110013,378.95
20240412111013,382.24
20240412112013,383.93
20240412113013,384.55
20240412114013,384.66
20240412115013,384.58
20240412120013,384.46
20240412121013,384.36
20240412122013,384.28
20240412123013,384.23
20240412124013,384.19
20240412125013,384.16
20240412130013,384.13
20240412131013,384.1
20240412132013,384.08
20240412133013,384.07
20240412134013,384.07
20240412135013,384.07
20240412140013,384.07
20240412141013,384.07
20240412142013,384.07
20240412143013,384.07
20240412144013,384.07
20240412145013,384.07
20240412150013,384.07
20240412151013,384.07
20240412152013,384.07
20240412153013,384.07
20240412154013,384.07
20240412155013,384.07
20240412160013,384.07
20240412161013,384.07
20240412162013,384.07
20240412163013,384.07
20240412164013,384.07
20240412165013,384.07
20240619090013,170.5
20240619091013,184.55
20240619092013,235.09
20240619093013,277.16
20240619094013,315.48
20240619095013,343.92
20240619100013,361.7
20240619101013,370.67
20240619102013,372.66
20240619103013,372.4
20240619104013,372.27
20240619105013,374.77
20240619110013,378.95
20240619111013,382.24
20240619112013,383.93
20240619113013,384.55
20240619114013,384.66
20240619115013,384.58
20240619120013,384.46
20240619121013,384.36
20240619122013,384.28
20240619123013,384.23
20240619124013,384.19
20240619125013,384.16
20240619130013,384.13
20240619131013,384.1
20240619132013,384.08
20240619133013,384.07
20240619134013,384.07
20240619135013,384.07
20240619140013,384.07
20240619141013,384.07
20240619142013,384.07
20240619143013,384.07
20240619144013,384.07
20240619145013,384.07
20240619150013,384.07
20240619151013,384.07
20240619152013,384.07
20240619153013,384.07
20240619154013,384.07
20240619155013,384.07
20240619160013,384.07
20240619161013,384.07
20240619162013,384.07
20240619163013,384.07
20240619164013,384.07
20240619165013,384.07
20240225090014,13.38
20240225091014,421.81
20240225092014,301.88
20240225093014,319.35
20240225094014,367.51
20240225095014,379.08
20240225100014,400.72
20240225101014,415.02
20240225102014,418.13
20240225103014,399.82
20240225104014,386.99
20240225105014,381.6
20240225110014,378.95
20240225111014,382.24
20240225112014,383.93
20240225113014,384.55
20240225114014,384.66
20240225115014,384.58
20240225120014,384.46
20240225121014,384.36
20240225122014,384.28
20240225123014,384.23
20240225124014,384.19
20240225125014,384.16
20240225130014,384.13
20240225131014,384.1
20240225132014,384.08
20240225133014,384.07
20240225134014,384.07
20240225135014,384.07
20240225140014,384.07
20240225141014,384.07
20240225142014,384.07
20240225143014,384.07
20240225144014,384.07
20240225145014,384.07
20240225150014,384.07
20240225151014,384.07
20240225152014,384.07
20240225153014,384.07
20240225154014,384.07
20240225155014,384.07
20240225160014,384.07
20240225161014,384.07
20240225162014,384.07
20240225163014,384.07
20240225164014,384.07
20240225165014,384.07
20240227090014,166.34
20240227091014,185.38
20240227092014,232.34
20240227093014,274.23
20240227094014,316.87
20240227095014,347.33
20240227100014,364.22
20240227101014,371.9
20240227102014,373.1
20240227103014,372.29
20240227104014,372.13
20240227105014,374.74
20240227110014,378.95
20240227111014,382.24
20240227112014,383.93
20240227113014,384.55
20240227114014,384.66
20240227115014,384.58
20240227120014,384.46
20240227121014,384.36
20240227122014,384.28
20240227123014,384.23
20240227124014,384.19
20240227125014,384.16
20240227130014,384.13
20240227131014,384.1
20240227132014,384.08
20240227133014,384.07
20240227134014,384.07
20240227135014,384.07
20240227140014,384.07
20240227141014,384.07
20240227142014,384.07
20240227143014,384.07
20240227144014,384.07
20240227145014,384.07
20240227150014,384.07
20240227151014,384.07
20240227152014,384.07
20240227153014,384.07
20240227154014,384.07
20240227155014,384.07
20240227160014,384.07
20240227161014,384.07
20240227162014,384.07
20240227163014,384.07
20240227164014,384.07
20240227165014,384.07
20240327090014,142.14
20240327091014,181.99
20240327092014,230.87
20240327093014,274.44
20240327094014,315.27
20240327095014,344.29
20240327100014,362.39
20240327101014,371.25
20240327102014,373.07
20240327103014,372.26
20240327104014,371.93
20240327105014,374.64
20240327110014,378.95
20240327111014,382.24
20240327112014,383.93
20240327113014,384.55
20240327114014,384.66
20240327115014,384.58
20240327120014,384.46
20240327121014,384.36
20240327122014,384.28
20240327123014,384.23
20240327124014,384.19
20240327125014,384.16
20240327130014,384.13
20240327131014,384.1
20240327132014,384.08
20240327133014,384.07
20240327134014,384.07
20240327135014,384.07
20240327140014,384.07
20240327141014,384.07
20240327142014,384.07
20240327143014,384.07
20240327144014,384.07
20240327145014,384.07
20240327150014,384.07
20240327151014,384.07
20240327152014,384.07
20240327153014,384.07
20240327154014,384.07
20240327155014,384.07
20240327160014,384.07
20240327161014,384.07
20240327162014,384.07
20240327163014,384.07
20240327164014,384.07
20240327165014,384.07
20240417090014,648.88
20240417091014,248.91
20240417092014,235.86
20240417093014,283.17
20240417094014,317.52
20240417095014,347.85
20240417100014,365.84
20240417101014,374.22
20240417102014,375.66
20240417103014,374.85
20240417104014,374.0
20240417105014,375.15
20240417110014,378.95
20240417111014,382.24
20240417112014,383.93
20240417113014,384.55
20240417114014,384.66
20240417115014,384.58
20240417120014,384.46
20240417121014,384.36
20240417122014,384.28
20240417123014,384.23
20240417124014,384.19
20240417125014,384.16
20240417130014,384.13
20240417131014,384.1
20240417132014,384.08
20240417133014,384.07
20240417134014,384.07
20240417135014,384.07
20240417140014,384.07
20240417141014,384.07
20240417142014,384.07
20240417143014,384.07
20240417144014,384.07
20240417145014,384.07
20240417150014,384.07
20240417151014,384.07
20240417152014,384.07
20240417153014,384.07
20240417154014,384.07
20240417155014,384.07
20240417160014,384.07
20240417161014,384.07
20240417162014,384.07
20240417163014,384.07
20240417164014,384.07
20240417165014,384.07
20240517090014,753.15
20240517091014,282.15
20240517092014,251.47
20240517093014,292.94
20240517094014,320.02
20240517095014,348.88
20240517100014,366.48
20240517101014,374.47
20240517102014,375.68
20240517103014,374.9
20240517104014,374.12
20240517105014,375.13
20240517110014,378.95
20240517111014,382.24
20240517112014,383.93
20240517113014,384.55
20240517114014,384.66
20240517115014,384.58
20240517120014,384.46
20240517121014,384.36
20240517122014,384.28
20240517123014,384.23
20240517124014,384.19
20240517125014,384.16
20240517130014,384.13
20240517131014,384.1
20240517132014,384.08
20240517133014,384.07
20240517134014,384.07
20240517135014,384.07
20240517140014,384.07
20240517141014,384.07
20240517142014,384.07
20240517143014,384.07
20240517144014,384.07
20240517145014,384.07
20240517150014,384.07
20240517151014,384.07
20240517152014,384.07
20240517153014,384.07
20240517154014,384.07
20240517155014,384.07
20240517160014,384.07
20240517161014,384.07
20240517162014,384.07
20240517163014,384.07
20240517164014,384.07
20240517165014,384.07
20240704090014,450.05
20240704091014,197.49
20240704092014,226.81
20240704093014,274.54
20240704094014,312.86
20240704095014,344.9
20240704100014,363.63
20240704101014,372.81
20240704102014,374.99
20240704103014,374.62
20240704104014,373.83
20240704105014,375.16
20240704110014,378.95
20240704111014,382.24
20240704112014,383.93
20240704113014,384.55
20240704114014,384.66
20240704115014,384.58
20240704120014,384.46
20240704121014,384.36
20240704122014,384.28
20240704123014,384.23
20240704124014,384.19
20240704125014,384.16
20240704130014,384.13
20240704131014,384.1
20240704132014,384.08
20240704133014,384.07
20240704134014,384.07
20240704135014,384.07
20240704140014,384.07
20240704141014,384.07
20240704142014,384.07
20240704143014,384.07
20240704144014,384.07
20240704145014,384.07
20240704150014,384.07
20240704151014,384.07
20240704152014,384.07
20240704153014,384.07
20240704154014,384.07
20240704155014,384.07
20240704160014,384.07
20240704161014,384.07
20240704162014,384.07
20240704163014,384.07
20240704164014,384.07
20240704165014,384.07
20240715090014,401.49
20240715091014,188.8
20240715092014,226.56
20240715093014,273.29
20240715094014,311.6
20240715095014,344.18
20240715100014,363.33
20240715101014,372.62
20240715102014,374.81
20240715103014,374.48
20240715104014,373.77
20240715105014,375.14
20240715110014,378.95
20240715111014,382.24
20240715112014,383.93
20240715113014,384.55
20240715114014,384.66
20240715115014,384.58
20240715120014,384.46
20240715121014,384.36
20240715122014,384.28
20240715123014,384.23
20240715124014,384.19
20240715125014,384.16
20240715130014,384.13
20240715131014,384.1
20240715132014,384.08
20240715133014,384.07
20240715134014,384.07
20240715135014,384.07
20240715140014,384.07
20240715141014,384.07
20240715142014,384.07
20240715143014,384.07
20240715144014,384.07
20240715145014,384.07
20240715150014,384.07
20240715151014,384.07
20240715152014,384.07
20240715153014,384.07
20240715154014,384.07
20240715155014,384.07
20240715160014,384.07
20240715161014,384.07
20240715162014,384.07
20240715163014,384.07
20240715164014,384.07
20240715165014,384.07
20240215090015,87.98
20240215091015,195.31
20240215092015,232.03
20240215093015,271.69
20240215094015,312.24
20240215095015,345.17
20240215100015,366.67
20240215101015,375.36
20240215102015,376.83
20240215103015,373.94
20240215104015,373.5
20240215105015,374.2
20240215110015,378.95
20240215111015,382.24
20240215112015,383.93
20240215113015,384.55
20240215114015,384.66
20240215115015,384.58
20240215120015,384.46
20240215121015,384.36
20240215122015,384.28
20240215123015,384.23
20240215124015,384.19
20240215125015,384.16
20240215130015,384.13
20240215131015,384.1
20240215132015,384.08
20240215133015,384.07
20240215134015,384.07
20240215135015,384.07
20240215140015,384.07
20240215141015,384.07
20240215142015,384.07
20240215143015,384.07
20240215144015,384.07
20240215145015,384.07
20240215150015,384.07
20240215151015,384.07
20240215152015,384.07
20240215153015,384.07
20240215154015,384.07
20240215155015,384.07
20240215160015,384.07
20240215161015,384.07
20240215162015,384.07
20240215163015,384.07
20240215164015,384.07
20240215165015,384.07
20240218090015,147.27
20240218091015,192.88
20240218092015,233.91
20240218093015,274.45
20240218094015,314.3
20240218095015,345.97
20240218100015,365.15
20240218101015,372.87
20240218102015,373.59
20240218103015,372.4
20240218104015,371.83
20240218105015,374.53
20240218110015,378.95
20240218111015,382.24
20240218112015,383.93
20240218113015,384.55
20240218114015,384.66
20240218115015,384.58
20240218120015,384.46
20240218121015,384.36
20240218122015,384.28
20240218123015,384.23
20240218124015,384.19
20240218125015,384.16
20240218130015,384.13
20240218131015,384.1
20240218132015,384.08
20240218133015,384.07
20240218134015,384.07
20240218135015,384.07
20240218140015,384.07
20240218141015,384.07
20240218142015,384.07
20240218143015,384.07
20240218144015,384.07
20240218145015,384.07
20240218150015,384.07
20240218151015,384.07
20240218152015,384.07
20240218153015,384.07
20240218154015,384.07
20240218155015,384.07
20240218160015,384.07
20240218161015,384.07
20240218162015,384.07
20240218163015,384.07
20240218164015,384.07
20240218165015,384.07
20240314090015,10.72
20240314091015,397.37
20240314092015,288.42
20240314093015,311.96
20240314094015,360.49
20240314095015,381.78
20240314100015,408.31
20240314101015,418.61
20240314102015,412.04
20240314103015,392.93
20240314104015,384.49
20240314105015,379.69
20240314110015,378.95
20240314111015,382.24
20240314112015,383.93
20240314113015,384.55
20240314114015,384.66
20240314115015,384.58
20240314120015,384.46
20240314121015,384.36
20240314122015,384.28
20240314123015,384.23
20240314124015,384.19
20240314125015,384.16
20240314130015,384.13
20240314131015,384.1
20240314132015,384.08
20240314133015,384.07
20240314134015,384.07
20240314135015,384.07
20240314140015,384.07
20240314141015,384.07
20240314142015,384.07
20240314143015,384.07
20240314144015,384.07
20240314145015,384.07
20240314150015,384.07
20240314151015,384.07
20240314152015,384.07
20240314153015,384.07
20240314154015,384.07
20240314155015,384.07
20240314160015,384.07
20240314161015,384.07
20240314162015,384.07
20240314163015,384.07
20240314164015,384.07
20240314165015,384.07
20240317090015,143.23
20240317091015,193.0
20240317092015,235.37
20240317093015,276.58
20240317094015,317.16
20240317095015,347.61
20240317100015,365.85
20240317101015,373.12
20240317102015,373.2
20240317103015,372.28
20240317104015,371.88
20240317105015,374.6
20240317110015,378.95
20240317111015,382.24
20240317112015,383.93
20240317113015,384.55
20240317114015,384.66
20240317115015,384.58
20240317120015,384.46
20240317121015,384.36
20240317122015,384.28
20240317123015,384.23
20240317124015,384.19
20240317125015,384.16
20240317130015,384.13
20240317131015,384.1
20240317132015,384.08
20240317133015,384.07
20240317134015,384.07
20240317135015,384.07
20240317140015,384.07
20240317141015,384.07
20240317142015,384.07
20240317143015,384.07
20240317144015,384.07
20240317145015,384.07
20240317150015,384.07
20240317151015,384.07
20240317152015,384.07
20240317153015,384.07
20240317154015,384.07
20240317155015,384.07
20240317160015,384.07
20240317161015,384.07
20240317162015,384.07
20240317163015,384.07
20240317164015,384.07
20240317165015,384.07
20240412090015,1175.72
20240412091015,351.48
20240412092015,297.6
20240412093015,317.92
20240412094015,328.26
20240412095015,350.7
20240412100015,366.24
20240412101015,373.99
20240412102015,375.29
20240412103015,374.41
20240412104015,374.15
20240412105015,375.1
20240412110015,378.95
20240412111015,382.24
20240412112015,383.93
20240412113015,384.55
20240412114015,384.66
20240412115015,384.58
20240412120015,384.46
20240412121015,384.36
20240412122015,384.28
20240412123015,384.23
20240412124015,384.19
20240412125015,384.16
20240412130015,384.13
20240412131015,384.1
20240412132015,384.08
20240412133015,384.07
20240412134015,384.07
20240412135015,384.07
20240412140015,384.07
20240412141015,384.07
20240412142015,384.07
20240412143015,384.07
20240412144015,384.07
20240412145015,384.07
20240412150015,384.07
20240412151015,384.07
20240412152015,384.07
20240412153015,384.07
20240412154015,384.07
20240412155015,384.07
20240412160015,384.07
20240412161015,384.07
20240412162015,384.07
20240412163015,384.07
20240412164015,384.07
20240412165015,384.07
20240518090015,830.71
20240518091015,292.78
20240518092015,269.0
20240518093015,306.99
20240518094015,321.57
20240518095015,348.79
20240518100015,365.99
20240518101015,374.0
20240518102015,376.3
20240518103015,374.79
20240518104015,374.0
20240518105015,375.1
20240518110015,378.95
20240518111015,382.24
20240518112015,383.93
20240518113015,384.55
20240518114015,384.66
20240518115015,384.58
20240518120015,384.46
20240518121015,384.36
20240518122015,384.28
20240518123015,384.23
20240518124015,384.19
20240518125015,384.16
20240518130015,384.13
20240518131015,384.1
20240518132015,384.08
20240518133015,384.07
20240518134015,384.07
20240518135015,384.07
20240518140015,384.07
20240518141015,384.07
20240518142015,384.07
20240518143015,384.07
20240518144015,384.07
20240518145015,384.07
20240518150015,384.07
20240518151015,384.07
20240518152015,384.07
20240518153015,384.07
20240518154015,384.07
20240518155015,384.07
20240518160015,384.07
20240518161015,384.07
20240518162015,384.07
20240518163015,384.07
20240518164015,384.07
20240518165015,384.07
20240530090015,1436.8
20240530091015,378.01
20240530092015,351.28
20240530093015,390.25
20240530094015,377.98
20240530095015,370.98
20240530100015,367.99
20240530101015,373.7
20240530102015,369.97
20240530103015,370.23
20240530104015,373.75
20240530105015,375.07
20240530110015,378.95
20240530111015,382.24
20240530112015,383.93
20240530113015,384.55
20240530114015,384.66
20240530115015,384.58
20240530120015,384.46
20240530121015,384.36
20240530122015,384.28
20240530123015,384.23
20240530124015,384.19
20240530125015,384.16
20240530130015,384.13
20240530131015,384.1
20240530132015,384.08
20240530133015,384.07
20240530134015,384.07
20240530135015,384.07
20240530140015,384.07
20240530141015,384.07
20240530142015,384.07
20240530143015,384.07
20240530144015,384.07
20240530145015,384.07
20240530150015,384.07
20240530151015,384.07
20240530152015,384.07
20240530153015,384.07
20240530154015,384.07
20240530155015,384.07
20240530160015,384.07
20240530161015,384.07
20240530162015,384.07
20240530163015,384.07
20240530164015,384.07
20240530165015,384.07
20240605090015,420.56
20240605091015,198.08
20240605092015,235.7
20240605093015,280.91
20240605094015,314.85
20240605095015,343.89
20240605100015,361.37
20240605101015,370.66
20240605102015,374.38
20240605103015,374.58
20240605104015,373.8
20240605105015,375.15
20240605110015,378.95
20240605111015,382.24
20240605112015,383.93
20240605113015,384.55
20240605114015,384.66
20240605115015,384.58
20240605120015,384.46
20240605121015,384.36
20240605122015,384.28
20240605123015,384.23
20240605124015,384.19
20240605125015,384.16
20240605130015,384.13
20240605131015,384.1
20240605132015,384.08
20240605133015,384.07
20240605134015,384.07
20240605135015,384.07
20240605140015,384.07
20240605141015,384.07
20240605142015,384.07
20240605143015,384.07
20240605144015,384.07
20240605145015,384.07
20240605150015,384.07
20240605151015,384.07
20240605152015,384.07
20240605153015,384.07
20240605154015,384.07
20240605155015,384.07
20240605160015,384.07
20240605161015,384.07
20240605162015,384.07
20240605163015,384.07
20240605164015,384.07
20240605165015,384.07
20240704090015,1530.33
20240704091015,392.2
20240704092015,349.56
20240704093015,343.08
20240704094015,328.36
20240704095015,345.1
20240704100015,353.11
20240704101015,355.39
20240704102015,360.08
20240704103015,369.09
20240704104015,373.76
20240704105015,375.06
20240704110015,378.95
20240704111015,382.24
20240704112015,383.93
20240704113015,384.55
20240704114015,384.66
20240704115015,384.58
20240704120015,384.46
20240704121015,384.36
